resource_code,name,type,category,unit,price_avg,price_min,price_max,price_median,price_variants,currency,avg_cost_per_use,avg_qty_per_use,usage_count,used_in_work_items,parent_category,parent_collection,parent_department,parent_section
Piatră spartă,Piatră spartă,Material,General,m3,0.0,0.0,0.0,0.0,0,RON,0.0,1.9235,314,128,Construction Foundation Graded aggregate Crushed stone - Construction foundation graded aggregate stone dă,"Delinearea estimării costurilor de construcție a lucrărilor (TT 12/2021), Anexa ",Strat de bază și sub-strat rutier,Fundatie de construcție agregat mărginit Piatră zdrobită - agregat mărginit pent
Apă,Apă,Material,General,m3,0.0,0.0,0.0,0.0,0,RON,0.0,176.0578,312,129,"Pile driving TRE by Manual - Pile driving tre by manual, chi","Delinearea estimării costurilor de construcție a lucrărilor (TT 12/2021), Anexa ",Foraje și piloni forați turnați în loc,"Foraj manual de foraj cu tambur - Foraj de tambur pentru foraj manual, chi"
Sârmă de oțel,Sârmă de oțel,Material,General,kg,0.0,0.0,0.0,0.0,0,RON,0.0,10.5823,288,288,Construction Foundation Graded aggregate Crushed stone - Construction foundation graded aggregate stone dă,"Delinearea estimării costurilor de construcție a lucrărilor (TT 12/2021), Anexa ",Strat de bază și sub-strat rutier,Fundatie de construcție agregat mărginit Piatră zdrobită - agregat mărginit pent
Nisip galben,Nisip galben,Material,General,m3,0.0,0.0,0.0,0.0,0,RON,0.0,2.8172,287,113,Construction Foundation Graded aggregate Crushed stone - Construction foundation graded aggregate stone dă,"Delinearea estimării costurilor de construcție a lucrărilor (TT 12/2021), Anexa ",Strat de bază și sub-strat rutier,Fundatie de construcție agregat mărginit Piatră zdrobită - agregat mărginit pent
Armătură rotundă,Armătură rotundă,Material,General,kg,0.0,0.0,0.0,0.0,0,RON,0.0,896.4384,287,287,Concrete LÓT Foundation - Concrete lót -    ,"Delinearea estimării costurilor de construcție a lucrărilor (TT 12/2021), Anexa ",beton turnat la fața locului,Fundatie de beton LÓT - Beton de fundatie -    
Mașină de tăiat și îndoit 5 kW,Mașină de tăiat și îndoit 5 kW,Equipment,General,ca,0.0,0.0,0.0,0.0,0,RON,0.0,0.3444,279,279,Concrete LÓT Foundation - Concrete lót -    ,"Delinearea estimării costurilor de construcție a lucrărilor (TT 12/2021), Anexa ",beton turnat la fața locului,Fundatie de beton LÓT - Beton de fundatie -    
Ciment,Ciment,Material,General,kg,0.0,0.0,0.0,0.0,0,RON,0.0,273.6026,271,167,"Pile driving TRE by Manual - Pile driving tre by manual, chi","Delinearea estimării costurilor de construcție a lucrărilor (TT 12/2021), Anexa ",Foraje și piloni forați turnați în loc,"Foraj manual de foraj cu tambur - Foraj de tambur pentru foraj manual, chi"
mortar de beton,mortar de beton,Material,Concrete & Cement,m3,0.0,0.0,0.0,0.0,0,RON,0.0,1.0056,228,228,Construction Foundation Graded aggregate Crushed stone - Construction foundation graded aggregate stone dă,"Delinearea estimării costurilor de construcție a lucrărilor (TT 12/2021), Anexa ",Strat de bază și sub-strat rutier,Fundatie de construcție agregat mărginit Piatră zdrobită - agregat mărginit pent
Macara de turn 40 t,Macara de turn 40 t,Equipment,General,ca,0.0,0.0,0.0,0.0,0,RON,0.0,0.0657,214,214,Masonry Foundation - Masonry foundation - Dimension   ,"Delinearea estimării costurilor de construcție a lucrărilor (TT 12/2021), Anexa ",Zidărie (cărămizi și piatră),Fundatie de zidărie - fundație de zidărie - Dimensiune   
Buldozer 110 cv,Buldozer 110 cv,Equipment,General,ca,0.0,0.0,0.0,0.0,0,RON,0.0,0.0974,204,168,Works Clearing Forest Forming Ground surface by Manual - Clearing forest lo,"Delinearea estimării costurilor de construcție a lucrărilor (TT 12/2021), Anexa ",Dezafectare și pregătire a șantierului,Lucrări de deblocare a terenului pentru formarea suprafeței de teren prin muncă 
MORTAR pentru construcții din beton ușor,MORTAR pentru construcții din beton ușor,Material,Concrete & Cement,m3,0.0,0.0,0.0,0.0,0,RON,0.0,0.0453,200,200,Masonry Foundation - Masonry foundation - Dimension   ,"Delinearea estimării costurilor de construcție a lucrărilor (TT 12/2021), Anexa ",Zidărie (cărămizi și piatră),Fundatie de zidărie - fundație de zidărie - Dimensiune   
macara de 25 t,macara de 25 t,Equipment,General,ca,0.0,0.0,0.0,0.0,0,RON,0.0,0.6022,171,161,Works Clearing Forest Forming Ground surface by Manual - Clearing forest lo,"Delinearea estimării costurilor de construcție a lucrărilor (TT 12/2021), Anexa ",Dezafectare și pregătire a șantierului,Lucrări de deblocare a terenului pentru formarea suprafeței de teren prin muncă 
"Mașină de tampoane cu vibrație 1,5 kW","Mașină de tampoane cu vibrație 1,5 kW",Equipment,General,ca,0.0,0.0,0.0,0.0,0,RON,0.0,0.1566,165,165,Concrete LÓT Foundation - Concrete lót -    ,"Delinearea estimării costurilor de construcție a lucrărilor (TT 12/2021), Anexa ",beton turnat la fața locului,Fundatie de beton LÓT - Beton de fundatie -    
cheltuieli,cheltuieli,Material,General,vị,0.0,0.0,0.0,0.0,0,RON,0.0,131.219,133,128,Excavation BÙN by Manual - Excavation bùn in mọi điều component - Bùn đặ,"Delinearea estimării costurilor de construcție a lucrărilor (TT 12/2021), Anexa ",Lucrări de terasament - săpături și umpluturi,Excavație BUNĂ prin Mână - Excavație de nămol în orice componentă - Nămol specia
Remorcher de 150 CP,Remorcher de 150 CP,Equipment,General,ca,0.0,0.0,0.0,0.0,0,RON,0.0,0.1647,130,108,Works Clearing Forest Forming Ground surface by Manual - Clearing forest lo,"Delinearea estimării costurilor de construcție a lucrărilor (TT 12/2021), Anexa ",Dezafectare și pregătire a șantierului,Lucrări de deblocare a terenului pentru formarea suprafeței de teren prin muncă 
Bărcă 200 t,Bărcă 200 t,Equipment,General,ca,0.0,0.0,0.0,0.0,0,RON,0.0,0.4293,129,95,Works Clearing Forest Forming Ground surface by Manual - Clearing forest lo,"Delinearea estimării costurilor de construcție a lucrărilor (TT 12/2021), Anexa ",Dezafectare și pregătire a șantierului,Lucrări de deblocare a terenului pentru formarea suprafeței de teren prin muncă 
Oțel profile,Oțel profile,Material,General,kg,0.0,0.0,0.0,0.0,0,RON,0.0,168.8337,124,124,"Pile driving TRE by Manual - Pile driving tre by manual, chi","Delinearea estimării costurilor de construcție a lucrărilor (TT 12/2021), Anexa ",Foraje și piloni forați turnați în loc,"Foraj manual de foraj cu tambur - Foraj de tambur pentru foraj manual, chi"
Macara 16 t,Macara 16 t,Equipment,General,ca,0.0,0.0,0.0,0.0,0,RON,0.0,0.0756,107,104,Works Clearing Forest Forming Ground surface by Manual - Clearing forest lo,"Delinearea estimării costurilor de construcție a lucrărilor (TT 12/2021), Anexa ",Dezafectare și pregătire a șantierului,Lucrări de deblocare a terenului pentru formarea suprafeței de teren prin muncă 
Fundație de beton,Fundație de beton,Material,General,m,0.0,0.0,0.0,0.0,0,RON,0.0,101.0,106,106,"Pile driving TRE by Manual - Pile driving tre by manual, chi","Delinearea estimării costurilor de construcție a lucrărilor (TT 12/2021), Anexa ",Foraje și piloni forați turnați în loc,"Foraj manual de foraj cu tambur - Foraj de tambur pentru foraj manual, chi"
Bărcă 400 t,Bărcă 400 t,Equipment,General,ca,0.0,0.0,0.0,0.0,0,RON,0.0,0.452,103,81,Excavation BÙN by Manual - Excavation bùn in mọi điều component - Bùn đặ,"Delinearea estimării costurilor de construcție a lucrărilor (TT 12/2021), Anexa ",Lucrări de terasament - săpături și umpluturi,Excavație BUNĂ prin Mână - Excavație de nămol în orice componentă - Nămol specia
Macara de 10 t,Macara de 10 t,Equipment,General,ca,0.0,0.0,0.0,0.0,0,RON,0.0,0.8519,92,80,"Pile driving TRE by Manual - Pile driving tre by manual, chi","Delinearea estimării costurilor de construcție a lucrărilor (TT 12/2021), Anexa ",Foraje și piloni forați turnați în loc,"Foraj manual de foraj cu tambur - Foraj de tambur pentru foraj manual, chi"
Dâră explozivă,Dâră explozivă,Material,General,m,0.0,0.0,0.0,0.0,0,RON,0.0,306.405,91,91,Excavation BÙN by Manual - Excavation bùn in mọi điều component - Bùn đặ,"Delinearea estimării costurilor de construcție a lucrărilor (TT 12/2021), Anexa ",Lucrări de terasament - săpături și umpluturi,Excavație BUNĂ prin Mână - Excavație de nămol în orice componentă - Nămol specia
Fier de plăci,Fier de plăci,Material,General,kg,0.0,0.0,0.0,0.0,0,RON,0.0,380.8888,87,87,"Pile driving TRE by Manual - Pile driving tre by manual, chi","Delinearea estimării costurilor de construcție a lucrărilor (TT 12/2021), Anexa ",Foraje și piloni forați turnați în loc,"Foraj manual de foraj cu tambur - Foraj de tambur pentru foraj manual, chi"
Gaz,Gaz,Material,General,kg,0.0,0.0,0.0,0.0,0,RON,0.0,2.6456,81,81,Construction Foundation Graded aggregate Crushed stone - Construction foundation graded aggregate stone dă,"Delinearea estimării costurilor de construcție a lucrărilor (TT 12/2021), Anexa ",Strat de bază și sub-strat rutier,Fundatie de construcție agregat mărginit Piatră zdrobită - agregat mărginit pent
Dibluri de foraj,Dibluri de foraj,Material,General,cái,0.0,0.0,0.0,0.0,0,RON,0.0,0.6863,80,80,"Pile driving TRE by Manual - Pile driving tre by manual, chi","Delinearea estimării costurilor de construcție a lucrărilor (TT 12/2021), Anexa ",Foraje și piloni forați turnați în loc,"Foraj manual de foraj cu tambur - Foraj de tambur pentru foraj manual, chi"
Alte materiale %,Alte materiale %,Material,General,,0.0,0.0,0.0,0.0,0,RON,0.0,2.4247,77,77,Construction Foundation Graded aggregate Crushed stone - Construction foundation graded aggregate stone dă,"Delinearea estimării costurilor de construcție a lucrărilor (TT 12/2021), Anexa ",Strat de bază și sub-strat rutier,Fundatie de construcție agregat mărginit Piatră zdrobită - agregat mărginit pent
Macara 40 t,Macara 40 t,Equipment,General,ca,0.0,0.0,0.0,0.0,0,RON,0.0,0.0397,77,77,Concrete LÓT Foundation - Concrete lót -    ,"Delinearea estimării costurilor de construcție a lucrărilor (TT 12/2021), Anexa ",beton turnat la fața locului,Fundatie de beton LÓT - Beton de fundatie -    
Oxigen,Oxigen,Material,General,chai,0.0,0.0,0.0,0.0,0,RON,0.0,1.4172,73,73,Concrete LÓT Foundation - Concrete lót -    ,"Delinearea estimării costurilor de construcție a lucrărilor (TT 12/2021), Anexa ",beton turnat la fața locului,Fundatie de beton LÓT - Beton de fundatie -    
Burghiu 42mm,Burghiu 42mm,Material,General,cái,0.0,0.0,0.0,0.0,0,RON,0.0,7.8,68,68,Excavation BÙN by Manual - Excavation bùn in mọi điều component - Bùn đặ,"Delinearea estimării costurilor de construcție a lucrărilor (TT 12/2021), Anexa ",Lucrări de terasament - săpături și umpluturi,Excavație BUNĂ prin Mână - Excavație de nămol în orice componentă - Nămol specia
Stâlp de susținere din țeavă de oțel,Stâlp de susținere din țeavă de oțel,Material,General,kg,0.0,0.0,0.0,0.0,0,RON,0.0,31.2835,63,63,Concrete LÓT Foundation - Concrete lót -    ,"Delinearea estimării costurilor de construcție a lucrărilor (TT 12/2021), Anexa ",beton turnat la fața locului,Fundatie de beton LÓT - Beton de fundatie -    
Lemn de lemn stratificat,Lemn de lemn stratificat,Material,General,m3,0.0,0.0,0.0,0.0,0,RON,0.0,0.2449,63,57,"Pile driving TRE by Manual - Pile driving tre by manual, chi","Delinearea estimării costurilor de construcție a lucrărilor (TT 12/2021), Anexa ",Foraje și piloni forați turnați în loc,"Foraj manual de foraj cu tambur - Foraj de tambur pentru foraj manual, chi"
Mașină de găurit manual 42mm,Mașină de găurit manual 42mm,Equipment,General,ca,0.0,0.0,0.0,0.0,0,RON,0.0,7.3614,60,52,Excavation BÙN by Manual - Excavation bùn in mọi điều component - Bùn đặ,"Delinearea estimării costurilor de construcție a lucrărilor (TT 12/2021), Anexa ",Lucrări de terasament - săpături și umpluturi,Excavație BUNĂ prin Mână - Excavație de nămol în orice componentă - Nămol specia
mortar de ciment,mortar de ciment,Material,Concrete & Cement,m3,0.0,0.0,0.0,0.0,0,RON,0.0,0.1061,53,52,Concrete LÓT Foundation - Concrete lót -    ,"Delinearea estimării costurilor de construcție a lucrărilor (TT 12/2021), Anexa ",beton turnat la fața locului,Fundatie de beton LÓT - Beton de fundatie -    
Compresor de aer 660m3/h,Compresor de aer 660m3/h,Equipment,General,ca,0.0,0.0,0.0,0.0,0,RON,0.0,3.8882,51,47,Excavation BÙN by Manual - Excavation bùn in mọi điều component - Bùn đặ,"Delinearea estimării costurilor de construcție a lucrărilor (TT 12/2021), Anexa ",Lucrări de terasament - săpături și umpluturi,Excavație BUNĂ prin Mână - Excavație de nămol în orice componentă - Nămol specia
Mașină de foraj >,Mașină de foraj >,Equipment,General,ca,0.0,0.0,0.0,0.0,0,RON,0.0,0.1916,48,36,"Pile driving TRE by Manual - Pile driving tre by manual, chi","Delinearea estimării costurilor de construcție a lucrărilor (TT 12/2021), Anexa ",Foraje și piloni forați turnați în loc,"Foraj manual de foraj cu tambur - Foraj de tambur pentru foraj manual, chi"
Echipă de șuruburi cu motor electric,Echipă de șuruburi cu motor electric,Material,General,cái,0.0,0.0,0.0,0.0,0,RON,0.0,229.4296,48,48,Excavation BÙN by Manual - Excavation bùn in mọi điều component - Bùn đặ,"Delinearea estimării costurilor de construcție a lucrărilor (TT 12/2021), Anexa ",Lucrări de terasament - săpături și umpluturi,Excavație BUNĂ prin Mână - Excavație de nămol în orice componentă - Nămol specia
Exploziv P113,Exploziv P113,Material,General,kg,0.0,0.0,0.0,0.0,0,RON,0.0,213.1702,48,48,Excavation BÙN by Manual - Excavation bùn in mọi điều component - Bùn đặ,"Delinearea estimării costurilor de construcție a lucrărilor (TT 12/2021), Anexa ",Lucrări de terasament - săpături și umpluturi,Excavație BUNĂ prin Mână - Excavație de nămol în orice componentă - Nămol specia
Mașină de descărcare proprie 22 t,Mașină de descărcare proprie 22 t,Equipment,General,ca,0.0,0.0,0.0,0.0,0,RON,0.0,0.3148,47,47,Excavation BÙN by Manual - Excavation bùn in mọi điều component - Bùn đặ,"Delinearea estimării costurilor de construcție a lucrărilor (TT 12/2021), Anexa ",Lucrări de terasament - săpături și umpluturi,Excavație BUNĂ prin Mână - Excavație de nămol în orice componentă - Nămol specia
Echipă de electricieni pentru conexiuni diferențiale,Echipă de electricieni pentru conexiuni diferențiale,Material,General,cái,0.0,0.0,0.0,0.0,0,RON,0.0,4.2452,47,47,Excavation BÙN by Manual - Excavation bùn in mọi điều component - Bùn đặ,"Delinearea estimării costurilor de construcție a lucrărilor (TT 12/2021), Anexa ",Lucrări de terasament - săpături și umpluturi,Excavație BUNĂ prin Mână - Excavație de nămol în orice componentă - Nămol specia
piatră brută,piatră brută,Material,General,m3,0.0,0.0,0.0,0.0,0,RON,0.0,1.8164,44,44,Masonry Foundation - Masonry foundation - Dimension   ,"Delinearea estimării costurilor de construcție a lucrărilor (TT 12/2021), Anexa ",Zidărie (cărămizi și piatră),Fundatie de zidărie - fundație de zidărie - Dimensiune   
Exploziv Amônít,Exploziv Amônít,Material,General,kg,0.0,0.0,0.0,0.0,0,RON,0.0,57.1974,43,43,Excavation BÙN by Manual - Excavation bùn in mọi điều component - Bùn đặ,"Delinearea estimării costurilor de construcție a lucrărilor (TT 12/2021), Anexa ",Lucrări de terasament - săpături și umpluturi,Excavație BUNĂ prin Mână - Excavație de nămol în orice componentă - Nămol specia
"Mașină de săpat 1,25m3","Mașină de săpat 1,25m3",Equipment,General,ca,0.0,0.0,0.0,0.0,0,RON,0.0,0.278,43,43,Excavation BÙN by Manual - Excavation bùn in mọi điều component - Bùn đặ,"Delinearea estimării costurilor de construcție a lucrărilor (TT 12/2021), Anexa ",Lucrări de terasament - săpături și umpluturi,Excavație BUNĂ prin Mână - Excavație de nămol în orice componentă - Nămol specia
Buldozer 140 CP,Buldozer 140 CP,Equipment,General,ca,0.0,0.0,0.0,0.0,0,RON,0.0,0.2493,43,43,Excavation BÙN by Manual - Excavation bùn in mọi điều component - Bùn đặ,"Delinearea estimării costurilor de construcție a lucrărilor (TT 12/2021), Anexa ",Lucrări de terasament - săpături și umpluturi,Excavație BUNĂ prin Mână - Excavație de nămol în orice componentă - Nămol specia
Nisip,Nisip,Material,General,m3,0.0,0.0,0.0,0.0,0,RON,0.0,18.8457,42,42,Excavation BÙN by Manual - Excavation bùn in mọi điều component - Bùn đặ,"Delinearea estimării costurilor de construcție a lucrărilor (TT 12/2021), Anexa ",Lucrări de terasament - săpături și umpluturi,Excavație BUNĂ prin Mână - Excavație de nămol în orice componentă - Nămol specia
Pompa de beton 50 m3/h,Pompa de beton 50 m3/h,Equipment,General,ca,0.0,0.0,0.0,0.0,0,RON,0.0,0.35,42,42,Concrete LÓT Foundation - Concrete lót -    ,"Delinearea estimării costurilor de construcție a lucrărilor (TT 12/2021), Anexa ",beton turnat la fața locului,Fundatie de beton LÓT - Beton de fundatie -    
Mașină de împins țevi,Mașină de împins țevi,Equipment,General,ca,0.0,0.0,0.0,0.0,0,RON,0.0,1.8948,40,20,"Pile driving TRE by Manual - Pile driving tre by manual, chi","Delinearea estimării costurilor de construcție a lucrărilor (TT 12/2021), Anexa ",Foraje și piloni forați turnați în loc,"Foraj manual de foraj cu tambur - Foraj de tambur pentru foraj manual, chi"
"Excavator 2,3m3","Excavator 2,3m3",Equipment,Excavators,ca,0.0,0.0,0.0,0.0,0,RON,0.0,0.2167,40,40,Excavation BÙN by Manual - Excavation bùn in mọi điều component - Bùn đặ,"Delinearea estimării costurilor de construcție a lucrărilor (TT 12/2021), Anexa ",Lucrări de terasament - săpături și umpluturi,Excavație BUNĂ prin Mână - Excavație de nămol în orice componentă - Nămol specia
Cablu de semnalizare în rolă 300m,Cablu de semnalizare în rolă 300m,Material,General,roleu,0.0,0.0,0.0,0.0,0,RON,0.0,4.5001,40,40,Excavation BÙN by Manual - Excavation bùn in mọi điều component - Bùn đặ,"Delinearea estimării costurilor de construcție a lucrărilor (TT 12/2021), Anexa ",Lucrări de terasament - săpături și umpluturi,Excavație BUNĂ prin Mână - Excavație de nămol în orice componentă - Nămol specia
"Excavator 1,6m3","Excavator 1,6m3",Equipment,Excavators,ca,0.0,0.0,0.0,0.0,0,RON,0.0,0.2496,40,40,Excavation BÙN by Manual - Excavation bùn in mọi điều component - Bùn đặ,"Delinearea estimării costurilor de construcție a lucrărilor (TT 12/2021), Anexa ",Lucrări de terasament - săpături și umpluturi,Excavație BUNĂ prin Mână - Excavație de nămol în orice componentă - Nămol specia
Fir de cupru,Fir de cupru,Material,General,m,0.0,0.0,0.0,0.0,0,RON,0.0,36.3068,40,40,Excavation BÙN by Manual - Excavation bùn in mọi điều component - Bùn đặ,"Delinearea estimării costurilor de construcție a lucrărilor (TT 12/2021), Anexa ",Lucrări de terasament - săpături și umpluturi,Excavație BUNĂ prin Mână - Excavație de nămol în orice componentă - Nămol specia
Caterpillar 50 t,Caterpillar 50 t,Equipment,General,ca,0.0,0.0,0.0,0.0,0,RON,0.0,0.2374,40,20,"Pile driving TRE by Manual - Pile driving tre by manual, chi","Delinearea estimării costurilor de construcție a lucrărilor (TT 12/2021), Anexa ",Foraje și piloni forați turnați în loc,"Foraj manual de foraj cu tambur - Foraj de tambur pentru foraj manual, chi"
Ciment alb,Ciment alb,Material,General,kg,0.0,0.0,0.0,0.0,0,RON,0.0,2.2752,40,40,LỢP Roof NGÓI 13 unit / m 2 - Lợp roof ngói 22 v / m 2 - Height,"Delinearea estimării costurilor de construcție a lucrărilor (TT 12/2021), Anexa ",Acoperiri de acoperiș și învelitori de acoperiș,Acoperiș de țiglă 13 unități / m 2 - Acoperiș de țiglă 22 v / m 2 - Înălțime
Cârlig de 25 t,Cârlig de 25 t,Equipment,General,ca,0.0,0.0,0.0,0.0,0,RON,0.0,0.2124,40,20,"Pile driving TRE by Manual - Pile driving tre by manual, chi","Delinearea estimării costurilor de construcție a lucrărilor (TT 12/2021), Anexa ",Foraje și piloni forați turnați în loc,"Foraj manual de foraj cu tambur - Foraj de tambur pentru foraj manual, chi"
piatră,piatră,Material,General,m3,0.0,0.0,0.0,0.0,0,RON,0.0,86.0078,40,39,Construction Foundation Graded aggregate Crushed stone - Construction foundation graded aggregate stone dă,"Delinearea estimării costurilor de construcție a lucrărilor (TT 12/2021), Anexa ",Strat de bază și sub-strat rutier,Fundatie de construcție agregat mărginit Piatră zdrobită - agregat mărginit pent
"Mașină de foraj 4,5 kW","Mașină de foraj 4,5 kW",Equipment,General,ca,0.0,0.0,0.0,0.0,0,RON,0.0,2.9368,39,39,Fabrication Truss Rafter Steel HÌNH KHẨU ĐỘ Large - Fabrication rafter steel kh,"Delinearea estimării costurilor de construcție a lucrărilor (TT 12/2021), Anexa ",Fabricare de grinzi de oțel și structuri,Fabricare structură grinzi de acoperiș din oțel HÌNH KHẨU ĐỘ Large - Fabricare g
Mixer de 250l,Mixer de 250l,Equipment,General,ca,0.0,0.0,0.0,0.0,0,RON,0.0,0.0954,38,38,Concrete LÓT Foundation - Concrete lót -    ,"Delinearea estimării costurilor de construcție a lucrărilor (TT 12/2021), Anexa ",beton turnat la fața locului,Fundatie de beton LÓT - Beton de fundatie -    
Alte mașini %,Alte mașini %,Equipment,General,ca,0.0,0.0,0.0,0.0,0,RON,0.0,2.0,38,38,Construction Foundation Graded aggregate Crushed stone - Construction foundation graded aggregate stone dă,"Delinearea estimării costurilor de construcție a lucrărilor (TT 12/2021), Anexa ",Strat de bază și sub-strat rutier,Fundatie de construcție agregat mărginit Piatră zdrobită - agregat mărginit pent
Cadru (aluminiu),Cadru (aluminiu),Material,General,kg,0.0,0.0,0.0,0.0,0,RON,0.0,13.3575,36,36,Concrete LÓT Foundation - Concrete lót -    ,"Delinearea estimării costurilor de construcție a lucrărilor (TT 12/2021), Anexa ",beton turnat la fața locului,Fundatie de beton LÓT - Beton de fundatie -    
Mașină de descărcare automată 7 t,Mașină de descărcare automată 7 t,Equipment,General,ca,0.0,0.0,0.0,0.0,0,RON,0.0,0.4519,36,36,Works Clearing Forest Forming Ground surface by Manual - Clearing forest lo,"Delinearea estimării costurilor de construcție a lucrărilor (TT 12/2021), Anexa ",Dezafectare și pregătire a șantierului,Lucrări de deblocare a terenului pentru formarea suprafeței de teren prin muncă 
Tencuială de fundare,Tencuială de fundare,Material,General,m3,0.0,0.0,0.0,0.0,0,RON,0.0,0.0204,36,36,LỢP Roof NGÓI 13 unit / m 2 - Lợp roof ngói 22 v / m 2 - Height,"Delinearea estimării costurilor de construcție a lucrărilor (TT 12/2021), Anexa ",Acoperiri de acoperiș și învelitori de acoperiș,Acoperiș de țiglă 13 unități / m 2 - Acoperiș de țiglă 22 v / m 2 - Înălțime
Mixer 250 l,Mixer 250 l,Equipment,General,ca,0.0,0.0,0.0,0.0,0,RON,0.0,0.0515,35,35,"Concrete Pile, Column, Pile CỪ - Concrete pile, - Pile, column","Delinearea estimării costurilor de construcție a lucrărilor (TT 12/2021), Anexa ","Piloane de beton, coloane și elemente prefabricate","Pilon de beton, coloană, CĂRĂMIDĂ - pilon de beton, - coloană"
Mașină de descărcare automată 27 t,Mașină de descărcare automată 27 t,Equipment,General,ca,0.0,0.0,0.0,0.0,0,RON,0.0,0.2674,33,33,Excavation BÙN by Manual - Excavation bùn in mọi điều component - Bùn đặ,"Delinearea estimării costurilor de construcție a lucrărilor (TT 12/2021), Anexa ",Lucrări de terasament - săpături și umpluturi,Excavație BUNĂ prin Mână - Excavație de nămol în orice componentă - Nămol specia
"Mașină de tăiat cărămizi 1,7 kW","Mașină de tăiat cărămizi 1,7 kW",Equipment,General,ca,0.0,0.0,0.0,0.0,0,RON,0.0,0.2794,33,33,Masonry Foundation - Masonry foundation - Dimension   ,"Delinearea estimării costurilor de construcție a lucrărilor (TT 12/2021), Anexa ",Zidărie (cărămizi și piatră),Fundatie de zidărie - fundație de zidărie - Dimensiune   
